datetime,open,high,low,close,volume
2020-01-27 10:15:00,12202.45,12216.55,12184.05,12189.3,0
2020-01-27 11:30:00,12189.4,12207.45,12184.3,12200.5,0
2020-01-27 12:45:00,12200.65,12201.9,12162.2,12176.7,0
2020-01-27 14:00:00,12176.75,12178.0,12121.15,12122.55,0
2020-01-27 15:15:00,12122.9,12123.8,12107.05,12109.9,0
2020-01-28 10:00:00,12140.3,12141.75,12098.35,12108.8,0
2020-01-28 11:15:00,12108.75,12138.0,12108.75,12136.4,0
2020-01-28 12:30:00,12136.5,12142.5,12109.05,12115.0,0
2020-01-28 13:45:00,12114.2,12117.1,12025.8,12039.65,0
2020-01-28 15:00:00,12039.7,12069.6,12031.35,12061.95,0
2020-01-29 09:45:00,12143.95,12161.15,12119.55,12156.3,0
2020-01-29 11:00:00,12156.3,12160.95,12138.9,12153.8,0
2020-01-29 12:15:00,12153.35,12158.2,12133.35,12142.95,0
2020-01-29 13:30:00,12142.65,12169.4,12104.0,12123.75,0
2020-01-29 14:45:00,12124.15,12141.1,12111.75,12132.0,0
2020-01-30 09:30:00,12084.6,12086.8,12050.65,12057.25,0
2020-01-30 10:45:00,12057.7,12068.8,12039.55,12057.05,0
2020-01-30 12:00:00,12056.95,12058.9,12020.7,12032.0,0
2020-01-30 13:15:00,12031.7,12046.8,12011.0,12021.6,0
2020-01-30 14:30:00,12021.15,12062.8,12015.95,12023.8,0
2020-01-31 09:15:00,12100.4,12100.55,12017.15,12020.25,0
2020-01-31 10:30:00,12020.2,12042.15,11963.85,11971.6,0
2020-01-31 11:45:00,11971.35,12013.8,11961.6,11995.45,0
2020-01-31 13:00:00,11994.6,12040.15,11989.6,12040.15,0
2020-01-31 14:15:00,12040.2,12052.45,11946.15,11966.45,0
2020-02-01 10:15:00,11975.45,12016.65,11941.3,11968.6,0
2020-02-01 11:30:00,11968.45,11980.65,11921.4,11942.8,0
2020-02-01 12:45:00,11942.6,11971.8,11717.75,11815.95,0
2020-02-01 14:00:00,11817.15,11844.8,11653.85,11660.45,0
2020-02-01 15:15:00,11660.2,11669.05,11633.75,11643.65,0
2020-02-03 09:45:00,11652.75,11749.85,11645.25,11742.0,0
2020-02-03 11:00:00,11742.4,11745.3,11649.7,11682.0,0
2020-02-03 12:15:00,11681.55,11728.15,11667.0,11686.45,0
2020-02-03 13:30:00,11686.5,11724.8,11664.85,11724.0,0
2020-02-03 14:45:00,11723.3,11744.65,11688.3,11724.6,0
2020-02-04 09:30:00,11835.1,11895.45,11820.05,11894.6,0
2020-02-04 10:45:00,11894.15,11952.75,11882.55,11930.95,0
2020-02-04 12:00:00,11930.65,11953.7,11917.6,11944.05,0
2020-02-04 13:15:00,11943.4,11976.5,11941.1,11962.25,0
2020-02-04 14:30:00,11962.2,11985.6,11951.25,11981.3,0
2020-02-05 09:15:00,12005.85,12044.15,11954.05,12040.25,0
2020-02-05 10:30:00,12040.35,12049.3,12010.0,12015.85,0
2020-02-05 11:45:00,12016.15,12027.85,11979.9,12009.4,0
2020-02-05 13:00:00,12009.8,12066.9,12004.05,12058.85,0
2020-02-05 14:15:00,12058.35,12097.7,12058.35,12091.95,0
2020-02-06 10:15:00,12113.55,12122.8,12085.0,12103.1,0
2020-02-06 11:30:00,12102.9,12155.15,12091.2,12153.15,0
2020-02-06 12:45:00,12152.25,12160.45,12111.0,12115.0,0
2020-02-06 14:00:00,12115.85,12147.95,12102.65,12136.4,0
2020-02-06 15:15:00,12136.55,12140.35,12128.5,12133.25,0
2020-02-07 10:00:00,12125.1,12129.1,12096.05,12103.35,0
2020-02-07 11:15:00,12103.6,12106.85,12074.7,12091.2,0
2020-02-07 12:30:00,12091.2,12117.8,12080.9,12087.05,0
2020-02-07 13:45:00,12086.6,12111.9,12074.0,12099.4,0
2020-02-07 15:00:00,12100.5,12113.25,12084.9,12086.6,0
2020-02-10 09:15:00,12102.35,12102.4,12002.95,12009.75,0
2020-02-10 10:30:00,12010.4,12018.4,11990.8,12007.65,0
2020-02-10 11:45:00,12007.4,12041.05,12007.25,12024.8,0
2020-02-10 13:00:00,12024.55,12027.15,12000.45,12010.7,0
2020-02-10 14:15:00,12010.25,12043.2,12000.75,12035.3,0
2020-02-11 10:15:00,12157.7,12158.7,12133.45,12136.8,0
2020-02-11 11:30:00,12136.85,12142.65,12114.95,12137.85,0
2020-02-11 12:45:00,12137.7,12150.9,12128.45,12147.25,0
2020-02-11 14:00:00,12147.35,12148.0,12099.3,12114.5,0
2020-02-11 15:15:00,12114.35,12115.85,12100.75,12110.45,0
2020-02-12 10:00:00,12205.95,12231.55,12199.35,12209.45,0
2020-02-12 11:15:00,12209.1,12217.55,12187.05,12195.6,0
2020-02-12 12:30:00,12195.35,12206.7,12187.15,12191.5,0
2020-02-12 13:45:00,12191.3,12219.55,12190.15,12206.9,0
2020-02-12 15:00:00,12206.7,12219.0,12194.2,12203.9,0
2020-02-13 09:45:00,12177.05,12177.8,12152.0,12158.35,0
2020-02-13 11:00:00,12158.35,12170.4,12143.9,12147.2,0
2020-02-13 12:15:00,12147.25,12161.5,12140.0,12144.35,0
2020-02-13 13:30:00,12144.0,12165.7,12140.4,12162.3,0
2020-02-13 14:45:00,12162.15,12180.9,12149.7,12168.95,0
2020-02-14 09:30:00,12238.15,12246.5,12192.1,12192.95,0
2020-02-14 10:45:00,12192.6,12194.2,12098.95,12149.5,0
2020-02-14 12:00:00,12149.35,12172.35,12144.4,12152.75,0
2020-02-14 13:15:00,12152.3,12153.2,12123.3,12127.6,0
2020-02-14 14:30:00,12127.55,12130.15,12091.65,12113.35,0
2020-02-17 10:00:00,12115.55,12123.15,12086.3,12096.15,0
2020-02-17 11:15:00,12096.2,12111.0,12062.25,12069.75,0
2020-02-17 12:30:00,12069.4,12081.15,12043.5,12051.85,0
2020-02-17 13:45:00,12052.05,12073.2,12037.5,12064.65,0
2020-02-17 15:00:00,12064.75,12068.8,12037.2,12050.15,0
2020-02-18 09:45:00,11962.1,11976.6,11936.9,11947.75,0
2020-02-18 11:00:00,11947.95,11948.85,11920.45,11924.75,0
2020-02-18 12:15:00,11924.95,11941.8,11909.5,11915.0,0
2020-02-18 13:30:00,11914.9,11959.05,11908.3,11944.65,0
2020-02-18 14:45:00,11944.35,12012.95,11939.0,12008.05,0
2020-02-19 09:30:00,12108.8,12118.8,12042.2,12055.1,0
2020-02-19 10:45:00,12055.05,12087.9,12054.4,12080.25,0
2020-02-19 12:00:00,12079.7,12125.5,12075.7,12116.35,0
2020-02-19 13:15:00,12116.4,12118.95,12086.3,12098.5,0
2020-02-19 14:30:00,12098.4,12134.25,12095.35,12130.95,0
2020-02-20 09:15:00,12119.0,12134.3,12093.4,12130.45,0
2020-02-20 10:30:00,12130.75,12138.05,12115.95,12134.25,0
2020-02-20 11:45:00,12134.3,12151.2,12132.15,12138.85,0
2020-02-20 13:00:00,12138.85,12140.75,12110.6,12117.8,0
2020-02-20 14:15:00,12117.55,12127.7,12071.9,12083.1,0
2020-02-24 09:30:00,11941.45,11962.75,11937.5,11941.4,0
2020-02-24 10:45:00,11941.45,11980.7,11940.3,11969.2,0
2020-02-24 12:00:00,11969.6,11976.85,11949.3,11953.55,0
2020-02-24 13:15:00,11953.65,11957.5,11893.85,11896.3,0
2020-02-24 14:30:00,11895.25,11903.0,11813.6,11835.85,0
2020-02-25 09:15:00,11877.5,11882.9,11810.3,11839.45,0
2020-02-25 10:30:00,11839.2,11850.0,11822.7,11839.5,0
2020-02-25 11:45:00,11839.35,11872.2,11827.95,11835.05,0
2020-02-25 13:00:00,11835.65,11844.6,11786.0,11793.15,0
2020-02-25 14:15:00,11793.1,11835.1,11780.0,11814.35,0
2020-02-26 10:15:00,11713.75,11726.3,11686.95,11707.75,0
2020-02-26 11:30:00,11707.8,11731.1,11705.0,11721.9,0
2020-02-26 12:45:00,11722.05,11782.6,11718.85,11753.8,0
2020-02-26 14:00:00,11754.4,11759.65,11640.3,11688.15,0
2020-02-26 15:15:00,11689.0,11693.3,11672.7,11677.35,0
2020-02-27 10:00:00,11584.4,11584.4,11536.95,11562.8,0
2020-02-27 11:15:00,11563.6,11583.2,11552.6,11583.2,0
2020-02-27 12:30:00,11584.35,11626.35,11569.8,11588.05,0
2020-02-27 13:45:00,11588.35,11636.4,11570.15,11636.0,0
2020-02-27 15:00:00,11635.75,11642.55,11613.75,11619.95,0
2020-02-28 09:45:00,11300.1,11322.4,11270.15,11292.8,0
2020-02-28 11:00:00,11293.3,11311.05,11248.75,11256.25,0
2020-02-28 12:15:00,11256.3,11317.95,11235.15,11293.95,0
2020-02-28 13:30:00,11294.0,11311.4,11245.1,11258.8,0
2020-02-28 14:45:00,11258.4,11265.55,11175.6,11217.4,0
2020-03-02 10:15:00,11330.0,11376.2,11325.4,11365.85,0
2020-03-02 11:30:00,11365.75,11407.75,11358.2,11380.9,0
2020-03-02 12:45:00,11380.85,11415.0,11353.95,11393.25,0
2020-03-02 14:00:00,11392.9,11419.1,11040.2,11049.8,0
2020-03-02 15:15:00,11050.35,11163.2,11036.7,11149.2,0
2020-03-03 10:00:00,11274.6,11296.5,11164.0,11198.0,0
2020-03-03 11:15:00,11197.5,11235.75,11152.75,11229.0,0
2020-03-03 12:30:00,11229.0,11259.0,11179.35,11252.9,0
2020-03-03 13:45:00,11253.85,11341.7,11242.7,11326.05,0
2020-03-03 15:00:00,11326.1,11329.85,11271.2,11329.15,0
2020-03-04 09:45:00,11303.15,11328.95,11233.2,11234.4,0
2020-03-04 11:00:00,11233.85,11267.55,11229.3,11258.45,0
2020-03-04 12:15:00,11259.1,11276.75,11148.9,11149.05,0
2020-03-04 13:30:00,11148.7,11180.85,11083.25,11177.6,0
2020-03-04 14:45:00,11177.05,11278.5,11152.65,11256.3,0
2020-03-05 09:30:00,11283.55,11316.7,11250.2,11314.5,0
2020-03-05 10:45:00,11314.75,11382.05,11311.9,11361.0,0
2020-03-05 12:00:00,11360.75,11388.15,11337.6,11364.5,0
2020-03-05 13:15:00,11364.25,11369.75,11290.15,11298.3,0
2020-03-05 14:30:00,11298.4,11318.95,11244.85,11258.0,0
2020-03-06 09:15:00,10942.65,10981.2,10831.3,10912.55,0
2020-03-06 10:30:00,10912.65,10927.3,10879.45,10906.65,0
2020-03-06 11:45:00,10907.45,10958.35,10897.75,10947.95,0
2020-03-06 13:00:00,10948.35,11034.5,10942.85,10979.4,0
2020-03-06 14:15:00,10974.3,11030.5,10958.7,10981.0,0
2020-03-09 09:45:00,10608.45,10608.65,10512.2,10533.05,0
2020-03-09 11:00:00,10533.1,10558.25,10524.1,10554.35,0
2020-03-09 12:15:00,10554.5,10566.5,10295.25,10306.65,0
2020-03-09 13:30:00,10308.35,10461.95,10298.0,10461.65,0
2020-03-09 14:45:00,10461.35,10513.5,10408.85,10457.6,0
2020-03-11 09:15:00,10334.3,10528.25,10334.3,10416.05,0
2020-03-11 10:30:00,10416.65,10446.9,10369.15,10437.45,0
2020-03-11 11:45:00,10437.65,10515.3,10436.5,10479.55,0
2020-03-11 13:00:00,10479.7,10544.75,10443.8,10486.0,0
2020-03-11 14:15:00,10484.7,10533.9,10442.45,10454.1,0
2020-03-12 10:15:00,9909.7,9912.05,9650.15,9740.75,0
2020-03-12 11:30:00,9740.15,9838.5,9690.9,9790.45,0
2020-03-12 12:45:00,9790.4,9824.1,9743.3,9764.0,0
2020-03-12 14:00:00,9764.05,9780.8,9508.4,9568.3,0
2020-03-12 15:15:00,9567.3,9651.5,9562.3,9630.65,0
2020-03-13 10:00:00,8624.05,9749.05,8476.15,9560.25,0
2020-03-13 11:15:00,9556.2,9795.8,9451.65,9771.55,0
2020-03-13 12:30:00,9770.3,10156.85,9756.6,10026.1,0
2020-03-13 13:45:00,10026.8,10037.05,9733.35,9950.15,0
2020-03-13 15:00:00,9947.9,10027.1,9882.55,10020.45,0
2020-03-16 09:15:00,9587.8,9587.8,9340.35,9498.25,0
2020-03-16 10:30:00,9498.65,9601.75,9454.75,9465.3,0
2020-03-16 11:45:00,9464.95,9488.7,9374.4,9441.9,0
2020-03-16 13:00:00,9442.2,9472.95,9259.5,9261.25,0
2020-03-16 14:15:00,9261.95,9316.55,9165.35,9200.05,0
2020-03-17 10:15:00,9335.05,9403.6,9231.75,9236.15,0
2020-03-17 11:30:00,9234.05,9315.15,9185.5,9273.15,0
2020-03-17 12:45:00,9273.55,9346.1,9224.65,9247.8,0
2020-03-17 14:00:00,9247.65,9252.15,8916.7,8930.3,0
2020-03-17 15:15:00,8929.4,8974.1,8919.3,8965.3,0
2020-03-18 10:00:00,8839.95,8942.2,8782.3,8792.9,0
2020-03-18 11:15:00,8794.55,8848.65,8634.55,8675.2,0
2020-03-18 12:30:00,8674.3,8678.05,8545.7,8646.5,0
2020-03-18 13:45:00,8645.5,8647.95,8519.8,8520.05,0
2020-03-18 15:00:00,8518.1,8548.95,8408.85,8539.3,0
2020-03-19 09:45:00,7967.6,8074.05,7913.4,8039.95,0
2020-03-19 11:00:00,8040.6,8388.05,8040.6,8156.35,0
2020-03-19 12:15:00,8157.35,8391.3,8157.35,8279.65,0
2020-03-19 13:30:00,8280.6,8574.55,8250.05,8367.55,0
2020-03-19 14:45:00,8366.6,8429.4,8211.1,8267.9,0
2020-03-20 09:30:00,8283.75,8401.4,8178.4,8312.35,0
2020-03-20 10:45:00,8307.1,8501.7,8298.95,8486.8,0
2020-03-20 12:00:00,8485.6,8739.55,8485.6,8715.2,0
2020-03-20 13:15:00,8713.75,8882.6,8502.25,8673.35,0
2020-03-20 14:30:00,8675.75,8793.6,8579.45,8744.35,0
2020-03-23 10:00:00,7903.0,8355.55,7815.35,7833.65,0
2020-03-23 11:15:00,7833.55,7875.9,7691.1,7714.25,0
2020-03-23 12:30:00,7714.15,7863.5,7712.45,7796.55,0
2020-03-23 13:45:00,7795.1,7798.0,7655.35,7682.95,0
2020-03-23 15:00:00,7680.2,7680.2,7584.5,7636.65,0
2020-03-24 09:45:00,7670.65,7749.8,7512.25,7683.85,0
2020-03-24 11:00:00,7684.15,7837.65,7659.85,7776.1,0
2020-03-24 12:15:00,7776.6,7938.3,7741.5,7936.35,0
2020-03-24 13:30:00,7937.25,7994.75,7839.95,7949.8,0
2020-03-24 14:45:00,7948.95,7963.65,7740.7,7852.45,0
2020-03-25 09:30:00,7882.8,7882.8,7714.95,7810.25,0
2020-03-25 10:45:00,7809.25,7929.6,7767.55,7927.3,0
2020-03-25 12:00:00,7927.75,8182.0,7896.2,8174.35,0
2020-03-25 13:15:00,8174.85,8373.15,8173.95,8372.2,0
2020-03-25 14:30:00,8372.1,8375.65,8279.5,8300.45,0
2020-03-26 09:15:00,8451.0,8748.15,8309.95,8655.75,0
2020-03-26 10:30:00,8654.0,8717.5,8509.05,8619.4,0
2020-03-26 11:45:00,8622.0,8735.2,8608.75,8714.15,0
2020-03-26 13:00:00,8714.6,8727.1,8454.1,8544.0,0
2020-03-26 14:15:00,8542.15,8731.85,8519.15,8653.5,0
2020-03-27 10:15:00,8821.4,8919.6,8538.8,8621.65,0
2020-03-27 11:30:00,8619.25,8751.85,8598.4,8635.55,0
2020-03-27 12:45:00,8635.4,8715.65,8523.7,8708.75,0
2020-03-27 14:00:00,8708.75,8840.0,8612.05,8662.6,0
2020-03-27 15:15:00,8663.45,8696.5,8663.45,8673.5,0
2020-03-30 09:30:00,8399.15,8566.45,8378.95,8552.9,0
2020-03-30 10:45:00,8554.05,8575.25,8448.15,8461.6,0
2020-03-30 12:00:00,8462.3,8467.45,8369.4,8391.95,0
2020-03-30 13:15:00,8391.8,8424.9,8351.0,8375.7,0
2020-03-30 14:30:00,8375.05,8395.7,8244.45,8291.7,0
2020-03-31 09:15:00,8529.35,8529.35,8358.75,8472.65,0
2020-03-31 10:30:00,8473.0,8536.8,8432.45,8528.75,0
2020-03-31 11:45:00,8528.0,8603.85,8519.95,8582.3,0
2020-03-31 13:00:00,8582.4,8639.25,8537.9,8606.35,0
2020-03-31 14:15:00,8606.0,8677.55,8551.75,8556.15,0
2020-04-01 10:15:00,8383.05,8400.9,8270.25,8309.35,0
2020-04-01 11:30:00,8309.75,8329.8,8276.35,8322.7,0
2020-04-01 12:45:00,8323.0,8327.5,8217.35,8219.85,0
2020-04-01 14:00:00,8219.7,8275.55,8199.7,8251.95,0
2020-04-01 15:15:00,8252.05,8262.8,8250.65,8262.65,0
2020-04-03 09:45:00,8151.75,8227.4,8098.1,8098.55,0
2020-04-03 11:00:00,8099.0,8163.0,8097.95,8132.5,0
2020-04-03 12:15:00,8132.65,8161.8,8102.45,8144.65,0
2020-04-03 13:30:00,8145.25,8221.85,8056.2,8081.35,0
2020-04-03 14:45:00,8081.95,8110.45,8061.2,8106.45,0
2020-04-07 10:00:00,8444.7,8498.55,8380.0,8485.9,0
2020-04-07 11:15:00,8487.05,8568.2,8486.65,8567.1,0
2020-04-07 12:30:00,8566.85,8669.85,8565.25,8662.15,0
2020-04-07 13:45:00,8661.95,8779.15,8650.95,8767.7,0
2020-04-07 15:00:00,8766.7,8818.25,8763.0,8779.3,0
2020-04-08 09:45:00,8895.15,9130.5,8890.05,9016.0,0
2020-04-08 11:00:00,9016.7,9039.15,8787.9,8886.3,0
2020-04-08 12:15:00,8887.5,8904.75,8759.5,8821.5,0
2020-04-08 13:30:00,8820.55,8825.65,8700.3,8774.2,0
2020-04-08 14:45:00,8773.45,8810.2,8731.7,8752.4,0
2020-04-09 09:30:00,8973.2,9031.25,8945.3,8995.85,0
2020-04-09 10:45:00,8996.25,9057.2,8904.75,9046.35,0
2020-04-09 12:00:00,9046.75,9109.35,8999.7,9081.25,0
2020-04-09 13:15:00,9081.0,9111.2,9000.2,9015.4,0
2020-04-09 14:30:00,9015.0,9127.85,9008.05,9098.55,0
2020-04-13 09:45:00,8932.5,9027.0,8912.9,8978.1,0
2020-04-13 11:00:00,8978.05,9100.95,8962.65,9057.3,0
2020-04-13 12:15:00,9055.75,9063.1,8961.15,8983.3,0
2020-04-13 13:30:00,8982.8,9015.6,8940.7,9014.95,0
2020-04-13 14:45:00,9015.7,9031.4,8984.95,9006.65,0
2020-04-15 09:15:00,9196.4,9249.0,9114.9,9249.0,0
2020-04-15 10:30:00,9249.35,9260.55,9205.75,9212.45,0
2020-04-15 11:45:00,9212.7,9235.75,9158.3,9175.5,0
2020-04-15 13:00:00,9175.85,9178.75,8944.9,8948.7,0
2020-04-15 14:15:00,8948.6,8965.5,8874.5,8942.6,0
2020-04-16 10:15:00,8900.5,9004.55,8887.6,8998.05,0
2020-04-16 11:30:00,8999.35,9026.9,8946.4,8988.9,0
2020-04-16 12:45:00,8989.25,9041.95,8959.5,9010.75,0
2020-04-16 14:00:00,9010.3,9053.0,8961.8,8994.35,0
2020-04-16 15:15:00,8994.95,9018.8,8992.65,9016.6,0
2020-04-17 10:00:00,9258.5,9279.2,9129.45,9186.9,0
2020-04-17 11:15:00,9186.2,9216.1,9092.1,9135.2,0
2020-04-17 12:30:00,9135.85,9177.55,9109.0,9128.45,0
2020-04-17 13:45:00,9128.35,9237.05,9120.6,9236.05,0
2020-04-17 15:00:00,9236.45,9295.65,9223.55,9291.35,0
2020-04-20 09:15:00,9390.2,9390.2,9243.65,9316.35,0
2020-04-20 10:30:00,9316.25,9336.45,9231.05,9247.15,0
2020-04-20 11:45:00,9247.35,9292.3,9237.2,9249.55,0
2020-04-20 13:00:00,9249.55,9301.45,9248.5,9287.5,0
2020-04-20 14:15:00,9287.0,9342.45,9242.05,9262.0,0
2020-04-21 10:15:00,9009.95,9044.0,9001.5,9002.75,0
2020-04-21 11:30:00,9000.65,9024.4,8933.0,8948.8,0
2020-04-21 12:45:00,8948.8,8960.0,8910.45,8951.9,0
2020-04-21 14:00:00,8951.55,9008.3,8932.85,8986.1,0
2020-04-21 15:15:00,8986.1,8993.55,8971.45,8981.1,0
2020-04-22 10:00:00,8977.95,9111.1,8962.1,9110.05,0
2020-04-22 11:15:00,9110.0,9127.15,9056.65,9106.3,0
2020-04-22 12:30:00,9103.9,9165.15,9089.55,9109.75,0
2020-04-22 13:45:00,9108.95,9209.5,9098.55,9198.55,0
2020-04-22 15:00:00,9197.9,9198.9,9167.9,9193.35,0
2020-04-23 09:45:00,9236.4,9297.6,9236.2,9270.95,0
2020-04-23 11:00:00,9271.65,9323.05,9249.0,9310.95,0
2020-04-23 12:15:00,9311.0,9325.6,9250.8,9271.7,0
2020-04-23 13:30:00,9272.9,9337.65,9237.3,9336.3,0
2020-04-23 14:45:00,9337.5,9343.15,9296.15,9302.9,0
2020-04-24 09:30:00,9167.65,9227.4,9154.0,9166.7,0
2020-04-24 10:45:00,9166.95,9210.1,9163.95,9202.8,0
2020-04-24 12:00:00,9203.1,9296.1,9198.65,9266.9,0
2020-04-24 13:15:00,9268.45,9278.6,9156.15,9181.0,0
2020-04-24 14:30:00,9182.65,9209.8,9142.25,9174.0,0
2020-04-27 10:00:00,9321.05,9376.45,9311.75,9352.1,0
2020-04-27 11:15:00,9352.15,9368.4,9326.2,9361.8,0
2020-04-27 12:30:00,9361.65,9368.2,9327.4,9330.1,0
2020-04-27 13:45:00,9330.3,9339.2,9285.05,9303.1,0
2020-04-27 15:00:00,9303.55,9303.85,9269.65,9289.6,0
2020-04-28 09:45:00,9309.55,9322.4,9260.3,9314.05,0
2020-04-28 11:00:00,9314.55,9329.3,9289.75,9292.0,0
2020-04-28 12:15:00,9292.0,9365.95,9276.45,9354.9,0
2020-04-28 13:30:00,9354.5,9371.95,9326.9,9347.95,0
